,clife,cof,life,vel,sep,vscore,std
290,3428.57,380.95,3500.0,1,100,0.4833100699662546,0.0680121131679579
291,228.57,57.14,5500.0,1,100,0.6794750484309543,0.0482520372905811
292,2285.71,1523.81,2500.0,1,100,0.5296788055587485,0.0626572359812134
293,57.14,57.14,5500.0,1,100,0.6960006489249233,0.046039103055912
294,57.14,38.1,1500.0,1,100,0.5639664887634586,0.0626610383648545
295,2285.71,3428.57,500.0,1,100,0.3980250862937466,0.0686251261350019
296,114.29,5.71,5500.0,1,100,0.683732396024536,0.0464923689272607
297,57.14,228.57,4500.0,1,100,0.6855581146047118,0.0486212014860132
298,11.43,2.86,2500.0,1,100,0.6362359032667068,0.0553170303668962
299,57.14,6.35,1500.0,1,100,0.5681214700078219,0.067201523020666
300,571.43,244.9,5500.0,1,100,0.6704036425083811,0.0504437254297776
301,11.43,11.43,3500.0,1,100,0.668275511747483,0.0516171141763265
302,342.86,38.09,3500.0,1,100,0.6406194474411854,0.0553663489983745
303,228.57,152.38,5500.0,1,100,0.6834588387100733,0.0489091504768424
304,22.86,9.8,5500.0,1,100,0.690434712081792,0.0448540714653076
305,342.86,38.1,2500.0,1,100,0.5946243628392028,0.0569579415103627
306,571.43,857.14,4500.0,1,100,0.6686968824722468,0.052399707939102
307,2285.71,979.59,500.0,1,100,0.3860923710562902,0.0650684213736461
308,1142.86,285.71,2500.0,1,100,0.5426673943880211,0.0629949627621707
309,228.57,97.96,3500.0,1,100,0.649639625113457,0.0569187035834358
310,22.86,15.24,2500.0,1,100,0.6414906981978177,0.0582396467752476
311,11428.57,7619.05,5500.0,1,100,0.509296969672678,0.0644692234308059
312,2285.71,2285.71,1500.0,1,100, nan, nan
313,11.43,7.62,5500.0,1,100,0.6894195626140308,0.0441220033869969
314,228.57,12.7,4500.0,1,100,0.6713612741767369,0.0550302941847578
315,571.43,142.86,4500.0,1,100,0.6556625480974902,0.0550031669370295
316,11428.57,1269.84,4500.0,1,100,0.4330515591926887,0.066557864460249
317,3428.57,3428.57,500.0,1,100,0.3933082990744376,0.0637181763660964
318,1142.86,126.98,4500.0,1,100,0.5985061736147468,0.0595651167558324
319,228.57,228.57,5500.0,1,100,0.691496450694329,0.0476240394784647
320,22.86,2.54,500.0,1,100,0.4224202357797132,0.0664323310447361
321,571.43,146.94,1500.0,1,100,0.5083683639325138,0.0644712607344134
322,22.86,1.27,5500.0,1,100,0.6927566780818873,0.0442412563770275
323,3428.57,2285.71,1500.0,1,100,0.457584610226124,0.0657969239750643
324,114.29,48.98,1500.0,1,100,0.5581004385770258,0.0658709402480853
325,11.43,1.27,5500.0,1,100,0.6936241417438848,0.044763032775629
326,57.14,228.57,1500.0,1,100,0.582359461809537,0.0601902563764974
327,57.14,9.8,500.0,1,100,0.4062514536065588,0.068344749402981
328,228.57,24.49,500.0,1,100,0.4062345676084913,0.0672726974597331
329,57.14,38.1,4500.0,1,100,0.6839253485979778,0.0455634190375966
330,57.14,6.35,4500.0,1,100,0.684535225684664,0.0458683605705334
331,57.14,489.8,2500.0,1,100,0.6406876429767118,0.0585686198491903
332,11428.57,11428.57,2500.0,1,100,0.4838538466177503,0.0615325467214916
333,571.43,857.14,1500.0,1,100,0.5409135303738672,0.0599607262097723
334,114.29,76.19,2500.0,1,100,0.6298846678820524,0.0593373384992048
335,3428.57,1469.39,500.0,1,100,0.3870155756705159,0.06752721973583
336,114.29,28.57,5500.0,1,100,0.6940358597274334,0.0464162656399755
337,57.14,24.49,500.0,1,100,0.4114540961376298,0.0665739633667982
338,2285.71,126.98,3500.0,1,100,0.5013682915697425,0.0635279810217946
339,1142.86,761.91,2500.0,1,100,0.5622761682426843,0.0635692574019982
340,228.57,12.7,1500.0,1,100,0.5331682848292871,0.0643740979144442
341,57.14,2.86,5500.0,1,100,0.6844938949499861,0.0490927701308342
342,2285.71,2285.71,4500.0,1,100,0.6031774452979649,0.0594913840146033
343,2285.71,253.97,5500.0,1,100,0.5770485082794882,0.0614661203819393
344,1142.86,126.98,1500.0,1,100,0.4791558538022288,0.0641406896046816
345,342.86,228.57,2500.0,1,100,0.6144424220689912,0.0576543675482212
346,228.57,25.4,5500.0,1,100,0.68261782845202,0.0478761886286904
347,571.43,142.86,1500.0,1,100,0.5046354516293848,0.0631192788166091
348,342.86,85.72,2500.0,1,100,0.6069527831066113,0.0606749021073833
349,3428.57,1469.39,2500.0,1,100,0.4831178759191864,0.063682484253528
350,571.43,146.94,4500.0,1,100,0.6542142099464923,0.0548834522576954
351,1142.86,57.14,500.0,1,100,0.3780728095264408,0.0695329940841133
352,11428.57,571.43,3500.0,1,100,0.4185893989823956,0.063197661834853
353,11.43,97.96,4500.0,1,100,0.683277416871291,0.0479425285955489
