lifetime,velocity,clife,cof,loopsize
500,3,15000,30,345.80838323353294
500,3,50000,30,313.76174295422743
500,3,150000,30,304.5890821835633
1500,3,1,30,8999.903225806453
1500,3,1.5,30,8999.785714285714
1500,3,3,30,8999.181818181816
1500,3,5,30,8997.857142857141
1500,3,10,30,8992.5
1500,3,15,30,8985.0
1500,3,30,30,8955.0
1500,3,50,30,8906.25
1500,3,100,30,8769.23076923077
1500,3,150,30,8625.0
1500,3,500,30,7584.905660377358
1500,3,1000,30,6087.378640776699
1500,3,1500,30,4593.137254901961
1500,3,5000,30,1605.8648111332009
1500,3,10000,30,954.8853439680956
1500,3,15000,30,737.0259481037924
1500,3,50000,30,431.2912252648411
1500,3,150000,30,343.78124375124975
500,3,1,50,2999.9411764705883
500,3,1.5,50,2999.868932038835
500,3,3,50,2999.490566037736
500,3,5,50,2998.6363636363635
500,3,10,50,2995.0
500,3,15,50,2989.6153846153848
500,3,30,50,2966.25
500,3,50,50,2925.0
500,3,100,50,2800.0
500,3,150,50,2662.5
500,3,500,50,1650.0000000000002
500,3,1000,50,1007.1428571428571
500,3,1500,50,779.0322580645161
500,3,5000,50,447.0297029702971
500,3,10000,50,373.8805970149254
500,3,15000,50,349.3355481727575
500,3,50000,50,314.83516483516485
500,3,150000,50,304.9483505498167
1500,3,1,50,8999.941176470587
1500,3,1.5,50,8999.868932038835
1500,3,3,50,8999.490566037735
1500,3,5,50,8998.636363636362
1500,3,10,50,8995.0
1500,3,15,50,8989.615384615385
1500,3,30,50,8966.25
1500,3,50,50,8925.0
1500,3,100,50,8800.0
1500,3,150,50,8662.5
1500,3,500,50,7636.363636363636
1500,3,1000,50,6142.857142857141
1500,3,1500,50,4650.0
1500,3,5000,50,1635.1485148514853
1500,3,10000,50,970.8955223880596
1500,3,15000,50,748.0066445182724
1500,3,50000,50,434.7152847152847
1500,3,150000,50,344.9350216594469
500,3,1,100,2999.970297029703
500,3,1.5,100,2999.933497536946
500,3,3,100,2999.7378640776697
500,3,5,100,2999.2857142857138
500,3,10,100,2997.272727272727
500,3,15,100,2994.130434782609
500,3,30,100,2979.2307692307695
500,3,50,100,2950.0
500,3,100,100,2850.0
500,3,150,100,2730.0
500,3,500,100,1762.5
500,3,1000,100,1097.727272727273
500,3,1500,100,848.4375
500,3,5000,100,472.05882352941177
500,3,10000,100,386.8811881188119
500,3,15000,100,358.112582781457
500,3,50000,100,317.5149700598802
500,3,150000,100,305.8461025982678
1500,3,1,100,8999.970297029702
1500,3,1.5,100,8999.933497536946
1500,3,3,100,8999.73786407767
1500,3,5,100,8999.285714285714
1500,3,10,100,8997.272727272726
1500,3,15,100,8994.130434782608
1500,3,30,100,8979.23076923077
1500,3,50,100,8950.0
1500,3,100,100,8850.0
1500,3,150,100,8730.0
1500,3,500,100,7750.0
1500,3,1000,100,6272.727272727272
1500,3,1500,100,4785.9375
1500,3,5000,100,1707.3529411764707
1500,3,10000,100,1010.6435643564357
1500,3,15000,100,775.3311258278145
1500,3,50000,100,443.2634730538922
1500,3,150000,100,347.8181212524983
500,3,1,150,2999.9801324503305
500,3,1.5,150,2999.9554455445545
500,3,3,150,2999.823529411765
500,3,5,150,2999.516129032258
500,3,10,150,2998.125
500,3,15,150,2995.909090909091
500,3,30,150,2985.0
500,3,50,150,2962.5
500,3,100,150,2880.0
500,3,150,150,2775.0
500,3,500,150,1857.6923076923076
500,3,1000,150,1180.4347826086955
500,3,1500,150,913.6363636363637
500,3,5000,150,496.6019417475728
500,3,10000,150,399.7536945812808
500,3,15000,150,366.83168316831683
500,3,50000,150,320.18943170488535
500,3,150000,150,306.7432567432567
1500,3,1,150,8999.98013245033
1500,3,1.5,150,8999.955445544554
1500,3,3,150,8999.823529411764
1500,3,5,150,8999.51612903226
1500,3,10,150,8998.125
1500,3,15,150,8995.90909090909
1500,3,30,150,8985.0
1500,3,50,150,8962.5
1500,3,100,150,8880.0
1500,3,150,150,8775.0
1500,3,500,150,7846.153846153847
1500,3,1000,150,6391.304347826087
1500,3,1500,150,4913.636363636364
1500,3,5000,150,1778.1553398058254
1500,3,10000,150,1050.0
1500,3,15000,150,802.4752475247524
1500,3,50000,150,451.79461615154537
1500,3,150000,150,350.6993006993007
500,3,1,500,2999.994011976048
500,3,1.5,500,2999.986540378863
500,3,3,500,2999.946322067595
500,3,5,500,2999.8514851485147
500,3,10,500,2999.4117647058824
500,3,15,500,2998.6893203883496
500,3,30,500,2994.9056603773583
500,3,50,500,2986.3636363636365
500,3,100,500,2950.0
500,3,150,500,2896.153846153846
500,3,500,500,2257.5
500,3,1000,500,1605.0
500,3,1500,500,1278.75
500,3,5000,500,655.909090909091
500,3,10000,500,486.42857142857144
500,3,15000,500,426.2903225806452
500,3,50000,500,338.76237623762376
500,3,150000,500,313.0066445182724
1500,3,1,500,8999.994011976049
1500,3,1.5,500,8999.986540378863
1500,3,3,500,8999.946322067595
1500,3,5,500,8999.851485148514
1500,3,10,500,8999.411764705881
1500,3,15,500,8998.68932038835
1500,3,30,500,8994.905660377357
1500,3,50,500,8986.363636363636
1500,3,100,500,8950.0
1500,3,150,500,8896.153846153848
1500,3,500,500,8250.0
1500,3,1000,500,7000.0
1500,3,1500,500,5628.75
1500,3,5000,500,2237.7272727272725
1500,3,10000,500,1315.0
1500,3,15000,500,987.5806451612904
1500,3,50000,500,511.03960396039605
1500,3,150000,500,370.81395348837214
500,3,1,1000,2999.997002997003
500,3,1.5,1000,2999.9932601098353
500,3,3,1000,2999.9730807577266
500,3,5,1000,2999.9253731343283
500,3,10,1000,2999.7029702970294
500,3,15,1000,2999.3349753694583
500,3,30,1000,2997.378640776699
500,3,50,1000,2992.8571428571427
500,3,100,1000,2972.7272727272725
500,3,150,1000,2941.304347826087
500,3,500,1000,2505.0
500,3,1000,1000,1953.75
500,3,1500,1000,1623.0000000000002
500,3,5000,1000,851.25
500,3,10000,1000,600.6818181818182
500,3,15000,1000,506.71875
500,3,50000,1000,364.8529411764706
500,3,150000,1000,321.9039735099338
1500,3,1,1000,8999.997002997003
1500,3,1.5,1000,8999.993260109837
1500,3,3,1000,8999.973080757727
1500,3,5,1000,8999.925373134329
1500,3,10,1000,8999.702970297029
1500,3,15,1000,8999.334975369457
1500,3,30,1000,8997.378640776698
1500,3,50,1000,8992.857142857141
1500,3,100,1000,8972.727272727272
1500,3,150,1000,8941.304347826088
1500,3,500,1000,8500.0
1500,3,1000,1000,7500.0
1500,3,1500,1000,6303.000000000001
1500,3,5000,1000,2801.25
1500,3,10000,1000,1664.3181818181818
1500,3,15000,1000,1237.96875
1500,3,50000,1000,594.2647058823529
1500,3,150000,1000,399.3874172185431
500,3,1,1500,2999.998001332445
500,3,1.5,1500,2999.995504495505
500,3,3,1500,2999.982035928144
500,3,5,1500,2999.950166112957
500,3,10,1500,2999.8013245033108
500,3,15,1500,2999.5544554455446
500,3,30,1500,2998.235294117647
500,3,50,1500,2995.1612903225805
500,3,100,1500,2981.25
500,3,150,1500,2959.090909090909
500,3,500,1500,2628.75
500,3,1000,1500,2163.0
500,3,1500,1500,1852.5
500,3,5000,1500,1016.5384615384615
500,3,10000,1500,705.0
500,3,15000,1500,582.2727272727273
500,3,50000,1500,390.43689320388347
500,3,150000,1500,330.74257425742576
1500,3,1,1500,8999.998001332444
1500,3,1.5,1500,8999.995504495504
1500,3,3,1500,8999.982035928144
1500,3,5,1500,8999.950166112956
1500,3,10,1500,8999.80132450331
1500,3,15,1500,8999.554455445543
1500,3,30,1500,8998.235294117645
1500,3,50,1500,8995.161290322581
1500,3,100,1500,8981.25
1500,3,150,1500,8959.090909090908
1500,3,500,1500,8625.0
1500,3,1000,1500,7800.0
1500,3,1500,1500,6752.5
1500,3,5000,1500,3278.076923076923
1500,3,10000,1500,1983.2608695652173
1500,3,15000,1500,1473.1818181818182
1500,3,50000,1500,675.8737864077669
1500,3,150000,1500,427.7722772277228
500,3,1,5000,2999.999400119976
500,3,1.5,5000,2999.9986504048784
500,3,3,5000,2999.994603238057
500,3,5,5000,2999.9850149850154
500,3,10,5000,2999.940119760479
500,3,15,5000,2999.865403788634
500,3,30,5000,2999.4632206759447
500,3,50,5000,2998.5148514851485
500,3,100,5000,2994.1176470588234
500,3,150,5000,2986.893203883495
500,3,500,5000,2865.0
500,3,1000,5000,2651.25
500,3,1500,5000,2470.3846153846157
500,3,5000,5000,1710.75
500,3,10000,5000,1240.5
500,3,15000,5000,1005.375
500,3,50000,5000,556.5
500,3,150000,5000,391.0161290322581
1500,3,1,5000,8999.999400119976
1500,3,1.5,5000,8999.99865040488
1500,3,3,5000,8999.994603238058
1500,3,5,5000,8999.985014985015
1500,3,10,5000,8999.94011976048
1500,3,15,5000,8999.865403788634
1500,3,30,5000,8999.463220675945
1500,3,50,5000,8998.514851485148
1500,3,100,5000,8994.117647058822
1500,3,150,5000,8986.893203883496
1500,3,500,5000,8863.636363636362
1500,3,1000,5000,8500.0
1500,3,1500,5000,7962.6923076923085
1500,3,5000,5000,5280.75
1500,3,10000,5000,3620.5
1500,3,15000,5000,2790.375
1500,3,50000,5000,1205.5909090909092
1500,3,150000,5000,621.3387096774193
500,3,1,10000,2999.999700029997
500,3,1.5,10000,2999.999325101235
500,3,3,10000,2999.997300809757
500,3,5,10000,2999.992503748126
500,3,10,10000,2999.9700299700303
500,3,15,10000,2999.9326010983527
500,3,30,10000,2999.730807577268
500,3,50,10000,2999.2537313432836
500,3,100,10000,2997.029702970297
500,3,150,10000,2993.3497536945815
500,3,500,10000,2929.2857142857138
500,3,1000,10000,2809.772727272727
500,3,1500,10000,2700.652173913044
500,3,5000,10000,2140.5
500,3,10000,10000,1680.375
500,3,15000,10000,1404.3000000000002
500,3,50000,10000,760.125
500,3,150000,10000,472.546875
1500,3,1,10000,8999.999700029997
1500,3,1.5,10000,8999.999325101235
1500,3,3,10000,8999.997300809757
1500,3,5,10000,8999.992503748126
1500,3,10,10000,8999.97002997003
1500,3,15,10000,8999.932601098353
1500,3,30,10000,8999.730807577267
1500,3,50,10000,8999.253731343284
1500,3,100,10000,8997.029702970296
1500,3,150,10000,8993.34975369458
1500,3,500,10000,8928.571428571428
1500,3,1000,10000,8727.272727272726
1500,3,1500,10000,8413.695652173914
1500,3,5000,10000,6520.5
1500,3,10000,10000,4965.375
1500,3,15000,10000,4032.3000000000006
1500,3,50000,10000,1855.125
1500,3,150000,10000,883.171875
500,3,1,15000,2999.999800013333
500,3,1.5,15000,2999.9995500449954
500,3,3,15000,2999.998200359928
500,3,5,15000,2999.9950016661114
500,3,10,15000,2999.9800133244503
500,3,15,15000,2999.955044955045
500,3,30,15000,2999.820359281437
500,3,50,15000,2999.501661129568
500,3,100,15000,2998.013245033112
500,3,150,15000,2995.5445544554455
500,3,500,15000,2952.0967741935483
500,3,1000,15000,2869.21875
500,3,1500,15000,2791.3636363636365
500,3,5000,15000,2355.375
500,3,10000,15000,1944.2999999999997
500,3,15000,15000,1670.25
500,3,50000,15000,932.4230769230769
500,3,150000,15000,549.1363636363636
1500,3,1,15000,8999.999800013333
1500,3,1.5,15000,8999.999550044995
1500,3,3,15000,8999.998200359929
1500,3,5,15000,8999.995001666111
1500,3,10,15000,8999.98001332445
1500,3,15,15000,8999.955044955046
1500,3,30,15000,8999.820359281437
1500,3,50,15000,8999.501661129569
1500,3,100,15000,8998.013245033111
1500,3,150,15000,8995.544554455444
1500,3,500,15000,8951.612903225807
1500,3,1000,15000,8812.5
1500,3,1500,15000,8591.363636363636
1500,3,5000,15000,7140.375
1500,3,10000,15000,5772.299999999999
1500,3,15000,15000,4860.25
1500,3,50000,15000,2404.730769230769
1500,3,150000,15000,1129.1363636363637
