lifetime, velocity, separation, clife, cof, fripscore
500.0,1,300,500000.0,50000.0,0.4411361515151515
500.0,1,500,500000.0,50000.0,0.4620973
500.0,1,700,500000.0,50000.0,0.4403377142857143
1500.0,1,100,500000.0,500000.0,0.44068943
1500.0,3,100,500000.0,500000.0,0.61265469
500.0,1,1000,500000.0,500000.0,0.3089922
500.0,1,100,500000.0,500000.0,0.26700085
500.0,3,100,500000.0,500000.0,0.4477847
500.0,1,300,500000.0,500000.0,0.2778486060606061
500.0,1,500,500000.0,500000.0,0.2806375
500.0,1,700,500000.0,500000.0,0.3137256428571429
